top,heart,base,perfume_id
"[227, 785, 372]","[237, 282, 708]","[193, 7, 808]",26147786
,,,26147787
,,,26147788
,,,26147789
,,,26147790
,,,26147791
,,,26147792
,,,26147793
"[473, 785]",[356],"[652, 426]",26147794
"[102, 692]","[920, 372]",[808],26147795
,,,26147796
,[920],"[624, 193, 908]",26147797
,,,26147798
"[344, 292, 193]",,,26147799
"[661, 178]","[785, 473, 433]","[692, 7, 624]",26147800
"[388, 802]","[376, 193, 896, 646]","[26, 900, 808]",26147801
,,,26147802
"[388, 184, 473, 187]",,,26147803
"[708, 82, 96]","[646, 900, 292]","[26, 692, 193]",26147804
,,,26147805
"[388, 96, 785, 725]","[193, 692, 924]","[920, 26, 624, 649]",26147806
"[660, 388, 732, 694, 725]","[473, 785, 661, 372]","[920, 193, 176]",26147807
"[227, 708]","[224, 193, 900]","[26, 692]",26147808
"[42, 808, 863, 692]",,,26147809
"[808, 920]",,,26147810
"[473, 661, 82]",,,26147811
"[771, 940]","[527, 785]",[513],26147812
[362],"[353, 455]","[959, 692]",26147813
"[530, 660, 388, 178, 646, 282, 60]","[529, 785, 473, 966, 421, 461]","[193, 808, 924, 28, 7, 920, 624, 908]",26147814
[562],"[358, 927]","[920, 193]",26147815
"[565, 406, 680, 227]",,,26147816
"[725, 96, 785]","[765, 529]","[808, 26, 624]",26147817
"[96, 562, 178]","[927, 473]","[624, 920, 193, 808]",26147818
"[694, 593, 920, 624]",,,26147819
"[579, 785, 692, 920, 624]",,,26147820
"[692, 785, 808, 473, 178, 920, 624]",,,26147821
"[694, 565, 227]",,,26147822
"[513, 26, 512, 624, 727, 281, 515, 660, 924, 819]",,,26147823
"[900, 455, 433, 417, 908, 900, 317]",,,26147824
"[649, 900, 193, 513, 692, 624]",,,26147825
"[26, 900, 692, 908, 920]",,,26147826
"[924, 708, 562, 461, 96, 900]",,,26147827
[372],[692],[920],26147828
,,,26147829
"[723, 45]","[193, 224]","[26, 908]",26147830
"[366, 573, 331, 178]","[498, 627, 652, 708, 180, 646]","[28, 7]",26147831
"[444, 529, 920]",,,26147832
"[367, 473, 920]",,,26147833
"[920, 473, 785, 108]",,,26147834
"[102, 344, 398]","[785, 661, 259, 178]","[924, 193, 89, 624]",26147835
"[599, 920, 924]",,,26147836
,,,26147837
"[26, 513, 808, 920, 927]",,,26147838
"[331, 237, 708, 481, 627, 908, 928, 472, 224]",,,26147839
"[796, 708, 949, 692, 33]",,,26147840
"[896, 604, 732, 247, 863, 793, 765, 864, 513, 293, 472]",,,26147841
"[562, 343, 178, 512, 372, 229, 176, 627, 188]",,,26147842
"[715, 96, 259, 628, 808, 480, 403, 292, 624]",,,26147843
"[515, 60, 708, 863, 331, 900, 649, 908]",,,26147844
"[102, 45, 358]","[545, 707, 785]","[26, 193, 624]",26147845
"[12, 854]",[747],"[692, 808, 624, 26]",26147846
"[939, 83]","[646, 178]","[924, 193, 908]",26147847
"[96, 708]","[472, 785, 646]","[193, 193, 624]",26147848
"[694, 102]",[473],"[624, 26]",26147849
"[723, 562, 45]","[224, 178, 661]","[808, 26, 748]",26147850
,,,26147851
,,,26147852
,,,26147853
,,,26147854
,,,26147855
"[604, 45]","[372, 512]","[908, 649]",26147857
[732],,"[945, 808]",26147858
"[800, 646, 224, 7, 472, 924, 421, 920]",,,26147859
"[96, 331]","[627, 785, 661]","[7, 908]",26147860
"[259, 178, 652]","[421, 498, 900]","[924, 7, 908]",26147861
"[45, 207, 227, 526, 529, 732, 785, 928]","[433, 437, 601, 707, 914, 966]","[26, 273, 649, 624, 808]",26147862
"[530, 388, 796]","[785, 7, 800]","[808, 692, 26]",26147863
"[46, 800]","[237, 7, 624]","[193, 924, 513]",26147864
"[96, 178, 708, 183]","[201, 800, 692, 292]","[924, 652]",26147865
"[96, 725, 178]","[229, 461, 193]",[692],26147866
"[308, 571, 920]",,,26147867
"[660, 562, 96, 45, 725]","[785, 664, 529, 180, 695]","[808, 920, 193, 624, 26]",26147868
[96],"[555, 461, 707, 473, 927]","[692, 624]",26147869
"[96, 388, 690]","[356, 661, 421, 785]","[245, 319, 808, 692]",26147870
[515],"[526, 398, 695]","[193, 624]",26147871
"[96, 388, 227, 395]","[473, 512, 785, 527, 336, 290]","[747, 808, 26, 785, 193, 163]",26147872
"[725, 96, 515]","[715, 193]","[900, 908]",26147873
"[96, 715, 515]",[646],"[586, 99, 624]",26147874
"[562, 102]",[785],"[692, 187]",26147875
"[512, 461, 229, 785, 486, 366, 156, 446, 423, 465, 708, 627, 962, 649, 498, 900, 433, 150, 193, 39, 904, 713, 920, 924, 703, 293, 153, 669, 191, 624]",,,26147876
"[785, 512, 664, 444, 527, 461, 661, 927, 669, 473, 372, 675, 715, 366, 649, 388, 343, 433, 854, 331, 708, 924, 498, 904, 28]",,,26147877
[585],"[473, 201, 433]","[945, 473, 624]",26147878
"[273, 176]","[224, 237, 945]","[908, 624]",26147879
[785],"[461, 927]","[250, 692, 498]",26147880
,"[245, 515, 395]","[945, 624]",26147881
[417],[796],"[920, 908, 863]",26147882
"[388, 565, 883]","[529, 765]","[808, 624, 920]",26147883
"[512, 331, 472]","[178, 259, 372, 201]","[692, 7]",26147884
,"[785, 472]","[808, 26, 99]",26147885
[515],[473],"[660, 193]",26147886
[913],[785],[966],26147887
"[366, 388, 82, 395]","[785, 780]","[924, 647, 692]",26147888
"[725, 473]","[966, 670]","[920, 193]",26147889
"[694, 96]","[661, 473, 707]","[624, 26, 7, 649]",26147890
"[96, 303]","[785, 555, 372]","[26, 808, 627, 293, 228]",26147891
"[800, 446]",[785],"[692, 808, 26, 293, 513]",26147892
"[372, 854, 927, 808, 624]",,,26147893
"[341, 366, 649]",,,26147894
"[659, 376, 237, 785, 193, 33, 624]",,,26147895
"[472, 785, 461, 480, 808, 692, 42]",,,26147896
"[96, 660, 920, 908, 498, 191, 649, 624]",,,26147897
"[715, 660, 966, 473, 785, 808]",,,26147898
"[472, 472, 808, 193]",,,26147899
"[366, 562, 96, 698]","[473, 707, 367, 664]","[924, 808, 920, 624]",26147900
[388],"[473, 356]","[692, 624]",26147901
"[562, 739]","[913, 358, 888]","[624, 808, 920]",26147902
"[660, 562, 388, 102, 624, 920]",,,26147903
"[765, 739, 698]","[302, 52, 661]","[920, 692, 72]",26147904
"[193, 347, 649]",,,26147905
[358],"[808, 421, 245]","[920, 16]",26147906
"[96, 358, 694]","[473, 707, 707]","[920, 692]",26147907
"[102, 45]","[906, 82, 529]","[785, 624]",26147908
"[45, 765, 96]","[708, 178, 670, 473, 367, 927]","[193, 808, 692, 624, 748]",26147909
"[366, 694]",[785],"[624, 692]",26147910
"[601, 725, 886]","[785, 290, 966]","[624, 659]",26147911
"[715, 96, 376]","[292, 639, 512, 793, 473, 780]","[293, 649, 624, 808]",26147912
"[353, 395]",,,26147913
"[515, 96, 698]",[714],"[908, 808]",26147914
"[96, 793, 924, 639]",,,26147915
"[512, 96, 44, 886, 604]","[353, 395, 473]","[808, 649, 624, 26]",26147916
"[515, 639, 388, 473, 555]",,,26147917
"[45, 971, 102]","[785, 545, 555]","[187, 193, 624]",26147918
"[96, 343, 193, 924, 624, 414, 900]",,,26147919
[858],[473],[216],26147920
"[723, 45, 53, 96, 388, 562, 725, 515]","[259, 512, 639, 708]","[26, 187, 498, 624, 692, 808, 908, 924]",26147921
[96],"[473, 785]","[7, 692]",26147922
"[604, 388, 372]","[14, 529, 473]","[193, 624]",26147923
"[800, 661]","[785, 224, 473, 461, 785]","[7, 920, 808, 26, 513]",26147924
"[865, 920, 26]",,,26147925
"[920, 498, 808, 187, 692]",,,26147926
"[670, 888, 661, 96]","[913, 694, 473, 927]","[808, 187, 498, 624]",26147927
"[473, 913]",[913],"[26, 193, 624, 808]",26147928
"[805, 661, 808, 908, 193, 900]",,,26147929
"[723, 45, 694]","[290, 367, 529]","[624, 966]",26147930
[966],"[473, 529, 664]","[26, 854, 237, 908, 624]",26147931
"[372, 515]",[461],[7],26147932
"[708, 376, 908, 193, 924]",,,26147933
"[96, 388, 670]","[473, 966, 694, 178]","[461, 601]",26147934
"[74, 376, 178, 282, 224]","[473, 664, 785, 372, 53]","[421, 624, 627, 808, 924]",26147935
"[480, 725, 96, 690]","[89, 237, 367, 913, 966]","[433, 649, 808, 920]",26147936
,,"[920, 28]",26147937
[227],"[26, 864]",[920],26147938
[7],,[488],26147939
"[900, 630, 947, 513, 450, 433, 392, 624]",,,26147941
"[446, 282, 224, 708, 376]","[793, 473]","[193, 924, 802, 28, 624]",26147942
[96],"[473, 785, 193]","[26, 808, 908]",26147943
"[646, 708, 96]","[692, 26]",[920],26147944
"[515, 604]",[193],"[624, 924, 692]",26147945
"[924, 808, 900, 927, 515]","[7, 920, 725, 372, 646]","[649, 708, 193, 624]",26147946
,,,26147947
[732],,[692],26147948
"[118, 96]","[785, 927, 765]","[461, 624, 102]",26147949
"[698, 108, 45]","[927, 461]","[920, 624]",26147950
"[178, 82]",[646],"[26, 808, 193, 498]",26147951
[698],[358],[26],26147952
[102],[785],[624],26147953
[96],[555],[624],26147954
[102],[785],"[193, 472]",26147955
"[224, 178]","[193, 808, 372, 513]","[26, 624]",26147956
"[96, 725, 796, 178]","[450, 627, 224, 900, 247]","[692, 920, 908]",26147957
"[178, 800, 282]","[785, 765]","[692, 26]",26147958
[227],"[664, 864, 785, 624]","[908, 692, 649, 472, 808]",26147959
"[630, 372, 649, 473, 624]",,,26147960
"[883, 367, 473]","[42, 529]","[28, 920, 808, 908]",26147961
,,,26147962
,,,26147963
"[51, 562, 690]","[461, 707, 785, 193]","[36, 624, 472]",26147964
,,"[513, 26]",26147965
"[771, 461, 473]",,"[920, 33]",26147966
"[7, 624]",,,26147967
"[473, 808]",,,26147968
"[928, 692, 808, 624]",,,26147969
"[883, 207, 939, 16]","[426, 785, 529, 966]","[624, 908, 863, 193, 26]",26147970
"[96, 515, 646, 178, 725]","[928, 512, 193, 372, 473]","[692, 924, 624]",26147971
"[388, 45, 96]","[802, 573, 661]","[924, 920, 193]",26147972
[227],,"[920, 455]",26147973
"[96, 331, 515, 715, 660, 660]","[51, 723, 690, 694, 966]","[176, 245, 433, 207]",26147974
[455],[800],"[785, 301]",26147975
[224],[966],,26147976
[473],[472],[7],26147977
"[515, 60]","[193, 808, 7, 692]","[900, 920, 624, 28]",26147978
"[96, 562, 515]","[785, 473, 928, 707]","[808, 28, 624, 472]",26147979
"[708, 562, 515]","[927, 237, 920, 498]","[908, 692, 808, 624, 26]",26147980
"[883, 96]",[785],"[692, 26, 920]",26147981
"[515, 96, 101, 42]","[715, 512, 473, 259, 646, 180]","[193, 924, 692, 649, 624]",26147982
"[562, 770, 455, 108]","[268, 529]","[692, 924, 624, 188]",26147983
"[723, 562]","[7, 461, 473, 785]","[245, 808, 26]",26147984
"[227, 725]","[601, 927, 529]","[920, 421, 924]",26147985
"[723, 497, 96]","[398, 785]","[808, 624]",26147986
"[723, 12, 96, 178, 388]","[372, 473, 927, 45, 646]","[649, 692, 924, 624]",26147987
"[96, 858, 739, 694]","[707, 473, 927, 461]","[624, 26, 193]",26147988
"[785, 498, 7, 808]",,,26147989
"[796, 920, 7, 26, 900]",,,26147990
"[708, 924, 7, 692, 193]",,,26147991
"[908, 473]",[193],"[624, 808]",26147992
"[45, 660, 562]",[473],"[624, 808]",26147993
[765],[785],"[808, 624, 920]",26147994
"[725, 96]",[421],"[920, 624, 692, 924]",26147995
[723],[660],[920],26147996
"[96, 388, 562]",[512],"[649, 624, 692]",26147997
"[529, 367, 26, 927, 28, 908]",,,26147998
"[725, 562, 42, 708]","[473, 732, 303]","[624, 864, 472, 692]",26147999
"[366, 515, 96]","[39, 193, 692]","[908, 649, 403, 920, 498, 713]",26148000
"[358, 96, 771]","[473, 707, 529]","[245, 808, 26, 624, 920]",26148001
"[96, 562, 725]","[433, 601, 707, 555, 732]","[808, 26]",26148002
[96],"[512, 802]",[573],26148003
"[660, 45, 358]","[224, 732, 421]","[920, 692, 193]",26148004
"[515, 96, 102]","[661, 927, 461]","[920, 692, 908]",26148005
"[971, 45]","[785, 707]","[808, 193, 624]",26148006
"[388, 604, 96]","[661, 178, 512, 646]","[692, 890, 403, 624]",26148007
"[82, 96, 793]","[573, 372, 646, 661]","[692, 513, 193, 472]",26148008
"[698, 33]","[193, 372]","[785, 649]",26148009
"[694, 102, 858, 698, 765, 732, 388, 530, 562]","[785, 473, 664, 529, 358]","[26, 193, 808, 692, 624, 920, 908]",26148010
"[785, 785]",,,26148011
[725],"[529, 187, 461]",[808],26148012
"[96, 224, 646]",[376],"[920, 808]",26148013
"[96, 201, 725]",[707],"[26, 461, 808]",26148014
"[515, 96]","[900, 224]","[7, 187, 26, 920, 624]",26148015
"[708, 16, 473, 513]",,,26148016
"[562, 323]","[808, 624]",[661],26148017
"[515, 388, 562, 102, 725]","[765, 661, 913, 473]","[193, 808, 624]",26148018
"[292, 336, 604]","[224, 646, 193]","[30, 692]",26148019
,"[800, 512]","[820, 193, 808, 26]",26148020
"[940, 785]","[858, 765, 193]","[808, 7, 26, 908]",26148021
"[96, 800, 928]","[193, 908, 802]","[26, 498]",26148022
"[102, 694, 358]","[639, 785, 421, 303, 473]","[692, 193, 920, 26, 624]",26148023
"[102, 698, 723]","[529, 473, 707, 526, 45]","[193, 649, 27, 624]",26148024
[96],"[414, 510]","[513, 652]",26148025
,"[785, 473, 358, 646, 224, 237, 372, 461]","[778, 403, 808, 692, 26, 624]",26148026
,"[945, 473]","[669, 7]",26148027
"[698, 473, 593, 51]","[367, 473]","[808, 920, 624]",26148028
"[96, 515, 530]","[473, 708]","[193, 808, 26]",26148029
[924],"[513, 808, 193]",[908],26148030
[354],"[358, 707, 297, 290]","[579, 624, 7]",26148031
"[96, 481, 376]","[372, 646]","[692, 624, 26, 649]",26148032
"[45, 512]","[698, 805, 319]","[624, 555]",26148033
"[800, 178, 708]","[785, 927, 652, 498]",[26],26148034
"[927, 707, 872, 692, 920]",,,26148035
"[45, 661, 473, 290, 920, 193, 692, 624, 421, 908]",,,26148036
"[227, 455]","[461, 367, 473, 692, 808, 193]",[624],26148037
"[96, 388, 708]","[372, 193]","[692, 924]",26148038
"[96, 530, 646, 331]","[473, 927, 802]","[193, 187, 692, 26]",26148039
"[515, 245, 694, 102]","[785, 785, 660]","[26, 624, 920]",26148040
,,,26148041
,,,26148042
,,,26148043
"[646, 480]","[193, 512, 896]","[513, 692, 624]",26148044
,,,26148045
,,,26148046
,,,26148047
"[725, 237, 786]","[473, 785, 707]","[785, 26, 624]",26148048
"[808, 96, 372]","[692, 473, 966]","[624, 26, 920, 904, 908]",26148049
"[16, 947, 660, 146, 60, 649, 247, 692]",,,26148050
,,,26148051
,,,26148052
"[900, 639, 785, 512]",,,26148053
,,,26148054
,,,26148055
[660],"[473, 785]",[624],26148056
,,,26148057
,,,26148058
,,,26148059
,,,26148060
,,,26148061
"[562, 694, 224]","[473, 661, 372]","[692, 627, 920, 28]",26148062
,,,26148063
,,,26148064
,,,26148065
"[765, 785, 785, 216]",,,26148066
,,,26148067
,,,26148068
"[96, 102, 353]",,,26148069
"[96, 515, 660, 715, 793]","[639, 512, 180]","[924, 624]",26148070
"[513, 864]",,,26148071
"[692, 785]",,,26148072
"[639, 624]",,,26148073
"[96, 883, 573]","[473, 26, 593, 928]","[403, 692, 924, 649]",26148074
[96],"[473, 785]",[624],26148075
"[358, 725]","[707, 765]","[808, 579]",26148076
"[698, 604]","[178, 290]","[808, 819, 624]",26148077
[96],,,26148078
"[398, 624, 715, 530, 96, 372, 793, 639, 7]",,,26148079
"[723, 765, 593, 694]",,,26148080
"[723, 593, 694]",,,26148081
"[515, 388, 573]","[376, 483, 512]","[890, 624, 193]",26148082
"[515, 694, 888]","[664, 473, 707]","[692, 624]",26148083
"[96, 473, 562, 694, 920]",,,26148084
"[89, 26, 317, 900]",,,26148085
"[562, 60, 604, 692, 193, 924]",,,26148086
"[96, 515, 660]","[715, 675, 542]","[920, 421]",26148087
"[660, 96, 604, 455]","[927, 785, 473]","[26, 808, 920, 624]",26148088
"[473, 661, 694, 785, 920]",,,26148089
"[96, 562, 906, 178]","[708, 785]","[193, 692]",26148090
,,,26148091
"[45, 473, 529, 624, 694, 785, 927]",,,26148092
"[515, 178, 725]","[473, 358]","[193, 692, 26, 924, 624]",26148093
"[664, 785, 927]","[108, 732]",[624],26148094
[96],"[473, 529, 785]","[26, 692, 920]",26148095
[785],[785],"[187, 624]",26148096
"[604, 245]",,,26148097
"[96, 707, 102]","[785, 473, 358, 529]","[927, 624]",26148098
"[178, 513, 604, 646, 660, 908, 193]",,,26148099
,,,26148100
[618],,,26148101
[513],,,26148102
"[96, 858, 698]","[229, 193, 661]","[692, 624, 26, 920]",26148103
"[883, 646, 800, 808]",,,26148104
"[96, 388, 725, 331, 708]","[473, 224]","[193, 513, 924, 900, 26, 624, 920]",26148105
"[708, 725, 96]","[224, 512, 229, 646]","[26, 624, 808, 652]",26148106
"[708, 96, 250]","[785, 229, 512]","[924, 684, 649, 26, 624, 193]",26148107
"[649, 692]",,,26148108
"[692, 920, 708]",,,26148109
"[660, 530, 250]",,,26148110
,,,26148111
"[96, 512, 639]","[900, 513]",[908],26148112
"[639, 715]","[74, 924, 193]","[808, 28, 624]",26148113
"[96, 562]",[403],"[26, 924]",26148114
,,,26148115
[966],"[417, 498]","[99, 376, 708]",26148116
,,,26148117
[939],"[28, 461]",[624],26148118
,,,26148119
,,,26148120
"[562, 101]","[473, 661]",[920],26148121
,,,26148122
,,,26148123
,,,26148124
"[883, 102, 96]","[358, 473, 367]","[692, 920, 624]",26148125
"[515, 245, 660, 690]",[245],"[920, 319]",26148126
"[395, 207, 16]","[473, 785, 927, 938]","[26, 624, 808, 920]",26148127
"[646, 102, 227]","[358, 573]","[624, 785, 808, 908, 193]",26148128
,,,26148129
"[96, 708, 481, 515]","[461, 177, 947]","[26, 513, 624, 924]",26148130
"[358, 927, 395]","[473, 785, 966, 732]","[624, 7]",26148131
"[785, 96]","[707, 555, 694, 545]","[193, 624, 187]",26148132
"[800, 455]","[785, 39, 808]","[7, 627, 692, 924, 7]",26148133
"[96, 358, 725]","[707, 45, 927]","[624, 7]",26148134
,,,26148135
"[96, 562, 455]","[473, 661, 785]","[808, 647, 245, 624]",26148136
"[388, 515, 573]","[725, 473]","[924, 26, 624]",26148137
[515],"[785, 473]","[624, 193]",26148138
"[227, 854]","[512, 178]","[472, 808, 26, 624]",26148139
"[574, 971, 530, 723]","[900, 639, 966, 15, 785, 180]","[652, 676, 7, 28, 924, 191, 498]",26148140
"[473, 193, 624, 708]",,,26148141
"[562, 51, 732]","[785, 707, 358]","[193, 624]",26148142
[601],,,26148143
,"[176, 920]",[808],26148144
"[785, 354]","[358, 421]","[864, 808, 26]",26148145
[660],"[920, 785, 966, 672]","[224, 562]",26148146
[920],,,26148147
"[45, 96]","[178, 224, 353]",[7],26148148
"[562, 660, 388]","[529, 473]",[624],26148149
"[392, 414, 819]",,,26148150
"[555, 562]",[785],[624],26148151
"[281, 82, 708]","[530, 562, 388, 555, 661]","[808, 928]",26148152
"[319, 344]",,,26148153
,,,26148154
"[883, 406, 102]","[785, 180, 529]","[624, 920, 908]",26148155
"[708, 646, 45, 388]","[604, 512]","[193, 692, 624, 920]",26148156
,,,26148157
,,,26148158
"[96, 593]","[512, 692, 193]","[624, 924]",26148159
"[336, 924, 28]",,,26148160
"[259, 246, 510]",,,26148161
,,,26148162
,,,26148163
,,,26148164
"[96, 45, 178]","[472, 708, 473]","[924, 26, 624]",26148165
[227],[927],[7],26148166
"[96, 388, 336]","[473, 947]","[808, 193]",26148167
,,,26148168
"[660, 785, 473, 808, 920, 624]",,,26148169
"[708, 639, 102]","[785, 224, 473]","[920, 808, 16, 26]",26148170
"[515, 96, 542, 512]","[372, 473, 694]","[178, 725, 649, 924, 193, 908, 184, 652, 627, 498]",26148171
"[515, 96, 512]","[372, 785, 473, 966, 927]","[366, 725, 177, 224, 646, 800, 692, 649, 193, 187, 808, 7, 920, 659, 98, 498, 513, 32, 624]",26148172
[96],"[529, 785, 367, 661, 473, 913, 527, 966, 765]","[928, 224, 237, 692, 187, 808, 920, 669]",26148173
"[604, 515, 896, 388, 96, 660]","[573, 12, 593]","[692, 193, 808, 649, 26]",26148174
"[245, 660, 966]","[473, 785, 529, 421, 444]","[920, 808, 624]",26148175
"[573, 246, 660, 96, 388]","[708, 193, 358, 331]","[924, 649, 920, 624, 26]",26148176
"[725, 708, 178]","[692, 7, 808]","[26, 624, 939]",26148177
"[785, 694, 237]","[924, 692, 920]","[26, 421, 624]",26148178
"[366, 96, 102]","[529, 473, 966, 785]","[624, 920, 808, 193]",26148179
"[96, 259, 395]","[529, 785, 927, 102, 780]","[920, 808, 924, 624]",26148180
"[519, 660, 96]","[177, 473, 529, 372]","[661, 421]",26148181
"[601, 362, 966]","[927, 785, 529, 473]","[808, 32, 624, 920]",26148182
"[96, 515, 660, 362]","[473, 785, 421, 661, 529, 692]","[808, 193, 624, 920, 649]",26148183
"[473, 527, 421]","[692, 808]","[920, 26, 624]",26148184
"[303, 193]","[293, 7]","[808, 26, 498]",26148185
"[800, 785, 461]","[293, 7]","[7, 692, 26, 624]",26148186
"[630, 649, 267, 366, 229, 461, 512, 896]",,,26148187
,,,26148188
"[354, 473, 670, 627, 924]",,,26148189
"[224, 237, 7]",,,26148190
"[96, 562, 639]","[886, 854]","[193, 908, 900, 403]",26148191
"[96, 193, 353, 900, 26]",,,26148192
"[96, 178]","[366, 672]","[7, 624]",26148193
"[227, 785, 455, 7]",,,26148194
"[723, 245, 661]","[473, 527]","[674, 319]",26148195
"[96, 515, 376]","[660, 694, 473]","[920, 26, 624]",26148196
"[392, 778, 927, 692, 800]",,,26148197
"[96, 562, 515]","[372, 785, 473, 366, 229]","[924, 808]",26148198
"[96, 927]","[224, 708]","[627, 900, 624]",26148199
"[96, 515, 883]","[259, 646, 358, 290]","[193, 624, 692]",26148200
"[515, 178]","[176, 920]",[624],26148201
"[765, 96]","[358, 529, 193]","[7, 26]",26148202
"[388, 45]",[694],"[176, 245]",26148203
"[497, 725, 178]","[259, 331, 802]","[193, 864, 808]",26148204
"[96, 562, 939]","[529, 785, 473, 51]","[624, 692, 808, 920, 908]",26148205
"[515, 574, 102]","[770, 527, 593]","[808, 193, 26, 624]",26148206
"[785, 512, 395, 527, 526, 224, 908, 808, 624]",,,26148207
"[444, 26, 472]",,,26148208
"[865, 854]","[966, 421, 473]","[26, 920]",26148209
"[388, 515, 883]","[664, 725]","[26, 624, 808, 421]",26148210
"[96, 660, 366]","[913, 367, 966]","[498, 193, 26, 732, 376, 646]",26148211
"[178, 480, 177, 708, 725]","[461, 692, 646]","[7, 920, 908, 26, 472]",26148212
"[940, 178]","[473, 367, 661]","[624, 26, 7]",26148214
[96],[473],[27],26148215
[353],,,26148216
"[593, 515, 858, 690]","[367, 473, 661]","[890, 924, 808]",26148217
"[101, 785, 785, 908, 920]",,,26148218
"[515, 672, 624]",,,26148219
"[354, 7, 908]",,,26148220
"[193, 802, 512, 854, 708, 708, 646]",,,26148221
,,,26148222
"[395, 513]",,,26148223
"[227, 793, 455, 473]",,,26148224
"[433, 216, 176, 920, 692, 808]",,,26148225
"[96, 660, 16]","[259, 224, 237, 372]","[920, 513, 472, 498]",26148226
"[395, 660, 715, 883, 515]","[356, 573, 102]","[28, 7, 624]",26148227
"[649, 53, 281, 624, 593]",,,26148228
"[96, 372, 512, 660]","[417, 785]","[26, 193, 498, 692, 808, 920]",26148229
"[562, 512, 7, 692, 660, 649, 26]",,,26148230
"[512, 227, 245, 193, 802, 908, 96, 530]",,,26148231
"[971, 545, 785]",,,26148232
